version,classpath,LOC,LOC_TOUCHED,REVS,FIXES,AUTH,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,CHURN,MAX_CHURN,AVG_CHURN,CHANGE_SET_SIZE,MAX_CHANGE_SET,AVG_CHANGE_SET,AGE,WEIGHTED_AGE,COMMENT_LINES,NESTING_DEPTH,DECISION_POINTS,nsmells,DISTINCT_SMELL_TYPES,BUGGY
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherReducer.java",53,0,0,0,0,0,0,0.000000,0,0,0.000000,360,323,180.000000,441,441.000000,20,1,6,"3",1,"NO"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherInputFormat.java",31,0,0,0,0,0,0,0.000000,0,0,0.000000,378,323,126.000000,516,501.000000,18,2,2,"2",1,"NO"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputFormat.java",48,0,0,0,0,0,0,0.000000,0,0,0.000000,378,323,126.000000,516,491.192308,19,1,1,"0",0,"NO"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherData.java",12,0,0,0,0,0,0,0.000000,0,0,0.000000,1111,434,111.100000,873,729.680952,23,0,0,"1",1,"NO"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeyComparator.java",33,0,0,0,0,0,0,0.000000,0,0,0.000000,383,323,95.750000,516,475.864078,18,1,3,"2",2,"NO"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherJob.java",50,0,0,1,0,0,0,0.000000,0,0,0.000000,403,323,100.750000,441,373.339056,27,1,2,"0",0,"YES"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherPartitioner.java",30,0,0,0,0,0,0,0.000000,0,0,0.000000,361,323,120.333333,441,441.000000,18,1,2,"2",1,"NO"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopCombiner.java",32,0,0,0,0,0,0,0.000000,0,0,0.000000,360,323,180.000000,405,405.000000,21,0,0,"0",0,"NO"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopReducer.java",31,0,0,0,0,0,0,0.000000,0,0,0.000000,360,323,180.000000,405,405.000000,19,0,0,"1",1,"NO"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/Pair.java",441,0,0,1,0,0,0,0.000000,0,0,0.000000,399,323,99.750000,405,383.543165,56,2,10,"5",2,"NO"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileRecordReader.java",11,0,0,0,0,0,0,0.000000,0,0,0.000000,1114,434,123.777778,873,738.790323,18,0,0,"0",0,"NO"
"1.5.3","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroJob.java",115,0,0,1,0,0,0,0.000000,0,0,0.000000,458,323,50.888889,516,415.343023,48,1,6,"5",2,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/Protocol.java",320,0,0,2,0,0,0,0.000000,0,0,0.000000,1297,434,54.041667,873,813.253404,71,3,42,"35",4,"YES"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumWriter.java",30,0,0,2,0,0,0,0.000000,0,0,0.000000,1205,434,80.333333,873,798.985437,19,1,1,"2",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java",160,0,0,7,0,0,0,0.000000,0,0,0.000000,1023,434,44.478261,727,613.719409,28,12,45,"24",8,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumReader.java",65,0,0,3,0,0,0,0.000000,0,0,0.000000,1283,434,58.318182,873,804.097561,30,2,9,"4",2,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/specific/FixedSize.java",12,0,0,1,0,0,0,0.000000,0,0,0.000000,1090,434,121.111111,873,849.829060,22,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecord.java",4,0,0,1,0,0,0,0.000000,0,0,0.000000,1107,434,123.000000,873,846.519231,19,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificExceptionBase.java",18,0,0,2,0,0,0,0.000000,0,0,0.000000,1167,434,106.090909,873,830.075758,21,1,3,"6",3,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificFixed.java",7,0,0,0,0,0,0,0.000000,0,0,0.000000,1105,434,110.500000,873,851.830189,18,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecordBase.java",27,0,0,3,0,0,0,0.000000,0,0,0.000000,877,434,109.625000,819,741.207692,21,1,3,"4",2,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/UnresolvedUnionException.java",16,0,0,1,0,0,0,0.000000,0,0,0.000000,800,434,133.333333,742,530.344828,18,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/AvroRemoteException.java",15,0,0,0,0,0,0,0.000000,0,0,0.000000,1141,434,142.625000,873,861.000000,18,1,1,"1",1,"YES"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/Schema.java",1123,98,1,12,1,77,77,77.000000,56,56,56.000000,1493,434,27.145455,873,717.063158,221,9,181,"225",20,"YES"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/reflect/Nullable.java",10,0,0,2,0,0,0,0.000000,0,0,0.000000,1104,434,100.363636,873,805.780142,21,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumWriter.java",76,0,0,7,0,0,0,0.000000,0,0,0.000000,1408,434,45.419355,873,753.550538,24,2,7,"11",4,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/reflect/Stringable.java",10,0,0,2,0,0,0,0.000000,0,0,0.000000,1099,434,109.900000,873,827.846154,22,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumReader.java",101,0,0,4,0,0,0,0.000000,0,0,0.000000,1340,434,49.629630,873,763.454039,25,2,11,"10",3,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java",402,0,0,11,0,0,0,0.000000,0,0,0.000000,1512,434,36.878049,873,721.358860,69,12,88,"56",12,"YES"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/reflect/Union.java",12,0,0,1,0,0,0,0.000000,0,0,0.000000,1104,434,100.363636,873,812.666667,25,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/ParsingEncoder.java",36,0,0,0,0,0,0,0.000000,0,0,0.000000,847,434,169.400000,769,758.228571,24,1,3,"1",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/EncoderFactory.java",84,0,0,0,0,0,0,0.000000,0,0,0.000000,92,45,30.666667,186,185.913514,234,1,7,"5",2,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/Decoder.java",30,0,0,0,0,0,0,0.000000,0,0,0.000000,1251,434,78.187500,873,814.765612,219,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java",363,0,0,5,0,0,0,0.000000,0,0,0.000000,1015,434,50.750000,769,655.474295,84,5,92,"34",8,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java",82,0,0,1,0,0,0,0.000000,0,0,0.000000,934,434,93.400000,769,739.539877,43,4,18,"6",5,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/parsing/SkipParser.java",44,0,0,1,0,0,0,0.000000,0,0,0.000000,898,434,99.777778,769,737.891667,43,3,3,"2",2,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java",359,0,0,3,0,0,0,0.000000,0,0,0.000000,927,434,61.800000,769,694.864823,123,3,16,"14",4,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java",58,0,0,2,0,0,0,0.000000,0,0,0.000000,912,434,101.333333,769,733.738462,35,4,16,"4",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/parsing/Parser.java",98,0,0,2,0,0,0,0.000000,0,0,0.000000,905,434,90.500000,769,666.761658,79,4,13,"3",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/DirectBinaryDecoder.java",154,0,0,1,0,0,0,0.000000,0,0,0.000000,1012,434,84.333333,798,682.875874,27,3,15,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/JsonEncoder.java",207,0,0,3,0,0,0,0.000000,0,0,0.000000,1003,434,71.642857,769,625.366577,56,3,16,"2",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/ValidatingEncoder.java",152,0,0,2,0,0,0,0.000000,0,0,0.000000,1005,434,77.307692,796,710.879167,35,1,2,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/ValidatingDecoder.java",188,0,0,1,0,0,0,0.000000,0,0,0.000000,966,434,74.307692,796,747.826087,29,2,11,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/DatumReader.java",7,0,0,0,0,0,0,0.000000,0,0,0.000000,1030,434,128.750000,873,861.793651,24,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/DatumWriter.java",7,0,0,0,0,0,0,0.000000,0,0,0.000000,1091,434,136.375000,873,868.172414,23,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/BlockingBinaryEncoder.java",363,0,0,2,0,0,0,0.000000,0,0,0.000000,987,434,89.727273,816,644.670330,134,4,35,"16",4,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/ParsingDecoder.java",49,0,0,0,0,0,0,0.000000,0,0,0.000000,883,434,176.600000,769,739.405063,19,12,13,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/DirectBinaryEncoder.java",75,0,0,0,0,0,0,0.000000,0,0,0.000000,45,45,45.000000,186,186.000000,45,2,6,"1",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java",647,0,0,0,0,0,0,0.000000,0,0,0.000000,938,434,85.272727,798,577.082877,247,6,63,"50",9,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/BinaryData.java",346,0,0,0,0,0,0,0.000000,0,0,0.000000,961,434,87.363636,729,554.276471,68,9,80,"48",7,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/BinaryEncoder.java",68,0,0,1,0,0,0,0.000000,0,0,0.000000,1230,434,94.615385,873,691.968386,36,1,3,"4",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/Encoder.java",40,0,0,0,0,0,0,0.000000,0,0,0.000000,1166,434,89.692308,873,809.177984,220,1,1,"2",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/ResolvingDecoder.java",144,0,0,3,0,0,0,0.000000,0,0,0.000000,1010,434,56.111111,796,684.080775,106,6,25,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/BufferedBinaryEncoder.java",126,0,0,0,0,0,0,0.000000,0,0,0.000000,83,45,41.500000,186,186.000000,60,3,11,"4",4,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/DecoderFactory.java",94,0,0,0,0,0,0,0.000000,0,0,0.000000,439,323,87.800000,557,354.046875,200,1,6,"4",3,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/io/JsonDecoder.java",375,0,0,2,0,0,0,0.000000,0,0,0.000000,987,434,70.500000,769,659.047619,47,5,42,"3",2,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/SchemaParseException.java",5,0,0,0,0,0,0,0.000000,0,0,0.000000,1046,434,149.428571,873,869.040541,18,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/generic/GenericRecord.java",5,0,0,1,0,0,0,0.000000,0,0,0.000000,1089,434,121.000000,873,805.658120,21,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java",552,0,0,9,0,0,0,0.000000,0,0,0.000000,1453,434,36.325000,873,706.061959,73,12,140,"83",11,"YES"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/generic/GenericEnumSymbol.java",4,0,0,0,0,0,0,0.000000,0,0,0.000000,1111,434,123.444444,873,817.333333,19,0,0,"1",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/generic/GenericContainer.java",5,0,0,0,0,0,0,0.000000,0,0,0.000000,1067,434,152.428571,873,860.032258,19,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/generic/GenericFixed.java",4,0,0,0,0,0,0,0.000000,0,0,0.000000,1083,434,135.375000,873,851.920000,19,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumReader.java",274,0,0,6,0,0,0,0.000000,0,0,0.000000,1505,434,34.204545,873,757.462732,84,4,54,"10",4,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumWriter.java",136,0,0,4,0,0,0,0.000000,0,0,0.000000,1305,434,50.192308,873,790.229773,45,2,20,"0",0,"YES"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/generic/GenericArray.java",6,0,0,0,0,0,0,0.000000,0,0,0.000000,1108,434,110.800000,873,803.233083,22,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/generic/IndexedRecord.java",5,0,0,1,0,0,0,0.000000,0,0,0.000000,1126,434,112.600000,873,781.677419,24,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.java",275,0,0,6,0,0,0,0.000000,0,0,0.000000,1295,434,47.962963,873,694.389115,94,2,19,"7",4,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/SnappyCodec.java",50,0,0,1,0,0,0,0.000000,0,0,0.000000,32,15,10.666667,146,107.063694,18,1,3,"5",3,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java",261,0,0,2,0,0,0,0.000000,0,0,0.000000,969,434,60.562500,607,499.127698,71,3,27,"10",3,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.java",35,0,0,0,0,0,0,0.000000,0,0,0.000000,1141,434,81.500000,873,717.175373,19,1,1,"3",3,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/SeekableFileInput.java",13,0,0,0,0,0,0,0.000000,0,0,0.000000,1047,434,149.571429,873,863.543689,18,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/Codec.java",16,0,0,0,0,0,0,0.000000,0,0,0.000000,1106,434,100.545455,873,744.494253,32,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.java",97,0,0,1,0,0,0,0.000000,0,0,0.000000,395,323,56.428571,585,512.147335,31,1,6,"5",3,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/CodecFactory.java",40,0,0,0,0,0,0,0.000000,0,0,0.000000,359,323,89.750000,585,550.829268,29,1,1,"3",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/FileReader.java",12,0,0,0,0,0,0,0.000000,0,0,0.000000,333,323,166.500000,347,347.000000,29,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader.java",169,0,0,2,0,0,0,0.000000,0,0,0.000000,1258,434,59.904762,873,730.648246,50,3,14,"15",8,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/DataFileConstants.java",16,0,0,1,0,0,0,0.000000,0,0,0.000000,1087,434,90.583333,873,786.825503,21,0,0,"1",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/LengthLimitedInputStream.java",53,0,0,0,0,0,0,0.000000,0,0,0.000000,339,323,169.500000,585,585.000000,22,2,5,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/SeekableInput.java",9,0,0,1,0,0,0,0.000000,0,0,0.000000,1055,434,131.875000,873,845.180328,22,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader12.java",168,0,0,0,0,0,0,0.000000,0,0,0.000000,368,323,122.666667,264,261.275109,40,3,19,"10",5,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/util/Utf8.java",81,0,0,1,0,0,0,0.000000,0,0,0.000000,1200,434,92.307692,873,725.929379,32,2,10,"9",3,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/util/WeakIdentityHashMap.java",119,0,0,0,0,0,0,0.000000,0,0,0.000000,328,323,164.000000,385,385.000000,33,1,5,"21",4,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/util/ByteBufferInputStream.java",52,0,0,0,0,0,0,0.000000,0,0,0.000000,1141,434,114.100000,873,861.162264,30,2,7,"4",1,"YES"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/util/ByteBufferOutputStream.java",70,0,0,0,0,0,0,0.000000,0,0,0.000000,1179,434,117.900000,873,815.155340,25,1,6,"1",1,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/AvroRuntimeException.java",8,0,0,0,0,0,0,0.000000,0,0,0.000000,1055,434,131.875000,873,860.233766,18,0,0,"0",0,"NO"
"1.5.3","lang/java/avro/src/main/java/org/apache/avro/AvroTypeException.java",7,0,0,0,0,0,0,0.000000,0,0,0.000000,1077,434,134.625000,873,862.230769,18,0,0,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCContext.java",95,0,0,3,0,0,0,0.000000,0,0,0.000000,851,434,85.100000,760,579.255385,91,1,4,"3",2,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransportCodec.java",111,0,0,0,0,0,0,0.000000,0,0,0.000000,338,323,112.666667,425,419.491803,46,2,7,"6",3,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketTransceiver.java",324,0,0,1,0,0,0,0.000000,0,0,0.000000,407,323,101.750000,347,336.687042,36,4,41,"49",11,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificResponder.java",68,0,0,4,0,0,0,0.000000,0,0,0.000000,1311,434,69.000000,873,686.468647,18,1,4,"2",2,"YES"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificRequestor.java",112,0,0,5,0,0,0,0.000000,0,0,0.000000,1342,434,58.347826,873,614.734177,28,3,7,"5",4,"YES"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/SocketTransceiver.java",80,0,0,1,0,0,0,0.000000,0,0,0.000000,1132,434,80.857143,873,813.413580,25,3,10,"6",2,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/Transceiver.java",47,0,0,1,0,0,0,0.000000,0,0,0.000000,1117,434,101.545455,873,632.580488,46,1,2,"3",2,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/Server.java",7,0,0,0,0,0,0,0.000000,0,0,0.000000,1106,434,122.888889,873,823.869159,22,0,0,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectRequestor.java",48,0,0,1,0,0,0,0.000000,0,0,0.000000,1288,434,75.764706,873,784.819843,21,0,0,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectResponder.java",34,0,0,3,0,0,0,0.000000,0,0,0.000000,1382,434,65.809524,873,798.324226,19,1,1,"1",1,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/CallFuture.java",82,0,0,0,0,0,0,0.000000,0,0,0.000000,16,16,16.000000,74,74.000000,64,2,6,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCPlugin.java",10,0,0,0,0,0,0,0.000000,0,0,0.000000,793,434,158.600000,760,719.543478,55,0,0,"7",1,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/Callback.java",5,0,0,0,0,0,0,0.000000,0,0,0.000000,1122,434,112.200000,873,659.664234,31,0,0,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyServer.java",110,0,0,1,0,0,0,0.000000,0,0,0.000000,383,323,63.833333,425,381.758772,25,1,3,"2",1,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Histogram.java",165,0,0,0,0,0,0,0.000000,0,0,0.000000,773,434,193.250000,599,555.592058,70,2,11,"11",6,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/IntegerHistogram.java",28,0,0,1,0,0,0,0.000000,0,0,0.000000,808,434,115.428571,742,636.982301,22,1,2,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Stopwatch.java",38,0,0,0,0,0,0,0.000000,0,0,0.000000,769,434,256.333333,599,599.000000,28,2,4,"4",2,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsServer.java",20,0,0,0,0,0,0,0.000000,0,0,0.000000,341,323,170.500000,398,398.000000,28,0,0,"1",1,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsPlugin.java",161,0,0,0,0,0,0,0.000000,0,0,0.000000,801,434,133.500000,599,449.431102,41,1,8,"1",1,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/FloatHistogram.java",27,0,0,1,0,0,0,0.000000,0,0,0.000000,804,434,134.000000,742,673.281250,22,1,2,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StaticServlet.java",19,0,0,0,0,0,0,0.000000,0,0,0.000000,366,323,122.000000,398,387.826087,22,1,2,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsServlet.java",194,0,0,0,0,0,0,0.000000,0,0,0.000000,801,434,133.500000,599,426.728235,42,1,7,"21",5,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramServer.java",45,0,0,0,0,0,0,0.000000,0,0,0.000000,1138,434,103.454545,873,838.752049,19,2,3,"1",1,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramTransceiver.java",54,0,0,0,0,0,0,0.000000,0,0,0.000000,779,434,194.750000,706,701.379310,22,2,3,"2",1,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransceiver.java",274,0,0,1,0,0,0,0.000000,0,0,0.000000,366,323,61.000000,425,200.316369,90,2,14,"12",5,"YES"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/HttpServer.java",66,0,0,2,0,0,0,0.000000,0,0,0.000000,795,434,132.500000,699,532.587912,28,1,3,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/LocalTransceiver.java",27,0,0,0,0,0,0,0.000000,0,0,0.000000,1074,434,119.333333,873,806.198795,18,0,0,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/Responder.java",182,0,0,6,0,0,0,0.000000,0,0,0.000000,1518,434,44.647059,873,722.330402,43,2,20,"11",3,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericResponder.java",40,0,0,2,0,0,0,0.000000,0,0,0.000000,1195,434,99.583333,873,779.415929,18,1,1,"1",1,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericRequestor.java",63,0,0,3,0,0,0,0.000000,0,0,0.000000,1299,434,76.411765,873,735.240602,19,2,7,"9",2,"YES"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/HttpTransceiver.java",79,0,0,0,0,0,0,0.000000,0,0,0.000000,830,434,92.222222,699,647.493827,22,3,6,"1",1,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/SocketServer.java",101,0,0,1,0,0,0,0.000000,0,0,0.000000,1256,434,69.777778,873,780.040241,23,2,8,"9",6,"YES"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/ResponderServlet.java",30,0,0,0,0,0,0,0.000000,0,0,0.000000,767,434,191.750000,699,695.700000,18,1,1,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceNode.java",65,0,0,0,0,0,0,0.000000,0,0,0.000000,365,323,121.666667,390,383.058824,58,2,2,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/InMemorySpanStorage.java",45,0,0,0,0,0,0,0.000000,0,0,0.000000,351,323,117.000000,390,388.800000,24,2,4,"1",1,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/FileSpanStorage.java",212,0,0,0,0,0,0,0.000000,0,0,0.000000,334,323,167.000000,382,382.000000,105,3,23,"18",7,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Trace.java",126,0,0,0,0,0,0,0.000000,0,0,0.000000,393,323,98.250000,390,389.636364,100,5,20,"9",3,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceCollection.java",198,0,0,0,0,0,0,0.000000,0,0,0.000000,357,323,119.000000,372,371.157303,77,3,14,"8",5,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceClientServlet.java",191,0,0,0,0,0,0,0.000000,0,0,0.000000,438,323,109.500000,390,372.352113,41,3,20,"11",6,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanStorage.java",11,0,0,1,0,0,0,0.000000,0,0,0.000000,1118,434,101.636364,873,711.628743,39,0,0,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePlugin.java",268,0,0,0,0,0,0,0.000000,0,0,0.000000,495,323,61.875000,390,383.103837,77,3,27,"11",7,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/StaticServlet.java",22,0,0,0,0,0,0,0.000000,0,0,0.000000,348,323,174.000000,372,372.000000,22,1,3,"0",0,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePluginConfiguration.java",44,0,0,0,0,0,0,0.000000,0,0,0.000000,384,323,76.800000,390,382.296296,36,1,1,"3",3,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Util.java",139,0,0,0,0,0,0,0.000000,0,0,0.000000,385,323,77.000000,390,384.696000,61,4,24,"10",6,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanAggregator.java",107,0,0,1,0,0,0,0.000000,0,0,0.000000,372,323,93.000000,390,384.957447,55,6,15,"6",3,"NO"
"1.5.3","lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketServer.java",68,0,0,0,0,0,0,0.000000,0,0,0.000000,331,323,165.500000,347,347.000000,22,1,1,"15",6,"NO"
